"Country","Pop_Class","Food","FoodId","Nr_Consumer","Mean"
"Austria","Adults","banana","1","105","108.928571428571"
"Austria","Adults","apple","3","213","131.306338028169"
"Austria","Adults","apricot","4","7","53.2142857142857"
"Austria","Adults","artichokes","5","2","101.5"
"Austria","Adults","asparagus","6","4","53.25"
"Austria","Adults","avocado","7","3","63.5416666666667"
"Austria","Adults","barley","8","1","56"
"Austria","Adults","beef","9","32","75.328125"
"Austria","Adults","pepper","10","66","48.5575757575758"
"Austria","Adults","blueberries","11","4","59.75"
"Austria","Adults","broccoli","12","10","58.225"
"Austria","Adults","chicken","13","72","81.0767361111111"
"Austria","Adults","butter","15","156","15.6498397435897"
"Austria","Adults","cabbage","16","36","57"
"Austria","Adults","carrot","18","45","51.4111111111111"
"Austria","Adults","cauliflower","19","6","76.8333333333333"
"Austria","Adults","celery","20","2","70.25"
"Austria","Adults","cheese","21","353","31.0804532577904"
"Austria","Adults","cocoa","22","56","15.1732142857143"
"Austria","Adults","corn","25","22","28.8181818181818"
"Austria","Adults","cranberries","27","3","21.5"
"Austria","Adults","cucumber","28","40","54.6375"
"Austria","Adults","beans","29","33","61.3030303030303"
"Austria","Adults","egg","31","73","41.2397260273973"
"Austria","Adults","figs","32","2","13.025"
"Austria","Adults","fish","33","34","61.8323529411765"
"Austria","Adults","garlic","35","8","2.3125"
"Austria","Adults","grapefruit","36","3","159.666666666667"
"Austria","Adults","hazelnuts","37","2","37.5"
"Austria","Adults","honey","38","47","9.44148936170213"
"Austria","Adults","kiwi","41","29","51.7241379310345"
"Austria","Adults","lamb","42","3","79.3333333333333"
"Austria","Adults","lettuce","44","13","23.6153846153846"
"Austria","Adults","milk","47","448","78.0165178571429"
"Austria","Adults","olive oil","50","15","8.265"
"Austria","Adults","olives","51","15","8.8"
"Austria","Adults","onion","52","24","22.2291666666667"
"Austria","Adults","orange","53","83","159.129518072289"
"Austria","Adults","papaya","55","1","75"
"Austria","Adults","peach","56","27","78.0185185185185"
"Austria","Adults","pear","58","23","101.673913043478"
"Austria","Adults","pig","61","53","98.5849056603774"
"Austria","Adults","pineapple","62","6","124.75"
"Austria","Adults","pistachio","63","2","15.875"
"Austria","Adults","plum","64","16","130.3125"
"Austria","Adults","pork","65","152","50.6809210526316"
"Austria","Adults","potato","66","173","81.2933526011561"
"Austria","Adults","raspberries","68","6","23.8333333333333"
"Austria","Adults","sugar","69","72","7.41319444444444"
"Austria","Adults","coffee","70","242","291.462809917355"
"Austria","Adults","peas","71","9","34.6111111111111"
"Austria","Adults","spinach","75","7","70.5714285714286"
"Austria","Adults","strawberries","76","8","42.5"
"Austria","Adults","sweet corn","79","10","39.3"
"Austria","Adults","grape","81","31","116.806451612903"
"Austria","Adults","tomato","83","118","51.0580508474576"
"Austria","Adults","turkey","84","33","85.3030303030303"
"Austria","Adults","walnuts","85","11","13.9772727272727"
"Austria","Adults","watermelon","86","4","66.5"
"Austria","Adults","wheat","87","324","82.0604938271605"
"Austria","Adults","rice","89","106","74.2150943396226"
"Austria","Elderly","banana","1","16","104.296875"
"Austria","Elderly","apple","3","53","93.5990566037736"
"Austria","Elderly","beef","9","7","62.1428571428571"
"Austria","Elderly","pepper","10","11","45.2295454545455"
"Austria","Elderly","blueberries","11","1","20"
"Austria","Elderly","broccoli","12","4","157.75"
"Austria","Elderly","chicken","13","19","69.6315789473684"
"Austria","Elderly","butter","15","41","17.3780487804878"
"Austria","Elderly","cabbage","16","8","82.3125"
"Austria","Elderly","carrot","18","5","69.5"
"Austria","Elderly","cauliflower","19","2","65.5"
"Austria","Elderly","cheese","21","59","25.2118644067797"
"Austria","Elderly","cocoa","22","4","9.575"
"Austria","Elderly","cucumber","28","5","53.8"
"Austria","Elderly","beans","29","10","79.25"
"Austria","Elderly","egg","31","13","43.8846153846154"
"Austria","Elderly","figs","32","2","20"
"Austria","Elderly","fish","33","10","108.8"
"Austria","Elderly","grapefruit","36","1","500"
"Austria","Elderly","hazelnuts","37","1","10"
"Austria","Elderly","honey","38","14","11.5714285714286"
"Austria","Elderly","kiwi","41","3","33.3333333333333"
"Austria","Elderly","lamb","42","1","86"
"Austria","Elderly","lard","43","4","12.75"
"Austria","Elderly","lettuce","44","1","45"
"Austria","Elderly","milk","47","88","80.3840909090909"
"Austria","Elderly","olive oil","50","1","5"
"Austria","Elderly","olives","51","3","4.66666666666667"
"Austria","Elderly","onion","52","2","15"
"Austria","Elderly","orange","53","12","104.166666666667"
"Austria","Elderly","peach","56","3","83.3333333333333"
"Austria","Elderly","pear","58","4","81.25"
"Austria","Elderly","pig","61","14","75.6428571428571"
"Austria","Elderly","pineapple","62","4","127.375"
"Austria","Elderly","plum","64","3","24.8333333333333"
"Austria","Elderly","pork","65","37","41.5675675675676"
"Austria","Elderly","potato","66","44","82.3295454545455"
"Austria","Elderly","raspberries","68","1","1"
"Austria","Elderly","sugar","69","16","6.171875"
"Austria","Elderly","coffee","70","60","242.675"
"Austria","Elderly","peas","71","3","32.8333333333333"
"Austria","Elderly","spinach","75","1","65.5"
"Austria","Elderly","strawberries","76","2","32"
"Austria","Elderly","sunflower oil","77","1","2.775"
"Austria","Elderly","grape","81","11","96"
"Austria","Elderly","tomato","83","14","57.4285714285714"
"Austria","Elderly","turkey","84","5","77.7"
"Austria","Elderly","walnuts","85","4","13.75"
"Austria","Elderly","watermelon","86","3","72.6666666666667"
"Austria","Elderly","wheat","87","81","97.0740740740741"
"Austria","Elderly","rice","89","14","63"
"Austria","Very elderly","banana","1","2","112.5"
"Austria","Very elderly","apple","3","17","95.7647058823529"
"Austria","Very elderly","apricot","4","3","20"
"Austria","Very elderly","asparagus","6","1","65.5"
"Austria","Very elderly","beef","9","5","86"
"Austria","Very elderly","pepper","10","5","51.375"
"Austria","Very elderly","chicken","13","11","75.0909090909091"
"Austria","Very elderly","butter","15","17","14.1176470588235"
"Austria","Very elderly","cabbage","16","2","74.25"
"Austria","Very elderly","carrot","18","1","100"
"Austria","Very elderly","celery","20","1","110"
"Austria","Very elderly","cheese","21","20","27.225"
"Austria","Very elderly","cocoa","22","2","6.75"
"Austria","Very elderly","cucumber","28","2","83"
"Austria","Very elderly","beans","29","6","66.6666666666667"
"Austria","Very elderly","egg","31","6","37.5"
"Austria","Very elderly","figs","32","1","20"
"Austria","Very elderly","fish","33","4","82.625"
"Austria","Very elderly","garlic","35","1","4.5"
"Austria","Very elderly","honey","38","4","11"
"Austria","Very elderly","kiwi","41","4","35"
"Austria","Very elderly","lard","43","2","23"
"Austria","Very elderly","milk","47","39","72.1089743589744"
"Austria","Very elderly","olive oil","50","1","7.5"
"Austria","Very elderly","onion","52","3","21.6666666666667"
"Austria","Very elderly","orange","53","5","132.5"
"Austria","Very elderly","peach","56","4","75"
"Austria","Very elderly","pear","58","2","65"
"Austria","Very elderly","pig","61","5","74.1"
"Austria","Very elderly","pineapple","62","1","34.5"
"Austria","Very elderly","pork","65","13","40.1923076923077"
"Austria","Very elderly","potato","66","19","89.5789473684211"
"Austria","Very elderly","raspberries","68","1","81.5"
"Austria","Very elderly","sugar","69","8","4.0625"
"Austria","Very elderly","coffee","70","27","232.916666666667"
"Austria","Very elderly","spinach","75","1","49"
"Austria","Very elderly","grape","81","4","66.5"
"Austria","Very elderly","tomato","83","7","37.6428571428572"
"Austria","Very elderly","turkey","84","1","35"
"Austria","Very elderly","walnuts","85","1","1"
"Austria","Very elderly","watermelon","86","2","88.25"
"Austria","Very elderly","wheat","87","33","100.015151515152"
"Austria","Very elderly","rice","89","1","30"
"Austria","Other children","banana","1","43","59.1015503875969"
"Austria","Other children","apple","3","129","94.0887777777778"
"Austria","Other children","asparagus","6","1","16.6666666666667"
"Austria","Other children","avocado","7","1","1.43433333333333"
"Austria","Other children","barley","8","2","6.74766666666667"
"Austria","Other children","beef","9","69","31.0125507246377"
"Austria","Other children","pepper","10","140","3.85467619047619"
"Austria","Other children","blueberries","11","1","8.33333333333333"
"Austria","Other children","broccoli","12","6","18.4128888888889"
"Austria","Other children","chicken","13","155","21.3030215053763"
"Austria","Other children","butter","15","132","13.4540757575758"
"Austria","Other children","cabbage","16","12","22.9525555555556"
"Austria","Other children","carrot","18","71","15.6186338028169"
"Austria","Other children","cauliflower","19","5","9.7402"
"Austria","Other children","celery","20","7","1.78214285714286"
"Austria","Other children","cheese","21","238","26.1563753501401"
"Austria","Other children","cocoa","22","89","11.3631086142322"
"Austria","Other children","corn","25","35","14.4832476190476"
"Austria","Other children","corn oil","26","4","0.766"
"Austria","Other children","cucumber","28","34","22.775568627451"
"Austria","Other children","beans","29","2","12.6555"
"Austria","Other children","egg","31","158","20.7581392405063"
"Austria","Other children","figs","32","1","10"
"Austria","Other children","fish","33","26","47.6001153846154"
"Austria","Other children","garlic","35","55","0.51350303030303"
"Austria","Other children","grapefruit","36","1","26.6666666666667"
"Austria","Other children","honey","38","24","7.29441666666667"
"Austria","Other children","kiwi","41","2","20"
"Austria","Other children","lard","43","7","2.74990476190476"
"Austria","Other children","lettuce","44","14","13.2324761904762"
"Austria","Other children","milk","47","272","113.80887254902"
"Austria","Other children","olive oil","50","44","2.83691666666667"
"Austria","Other children","olives","51","6","3.24205555555555"
"Austria","Other children","onion","52","107","8.81035514018692"
"Austria","Other children","orange","53","56","113.035714285714"
"Austria","Other children","peach","56","9","68.4825925925926"
"Austria","Other children","peanuts","57","1","5.33333333333333"
"Austria","Other children","pear","58","8","43.125"
"Austria","Other children","pig","61","19","43.449701754386"
"Austria","Other children","pineapple","62","2","108.333333333333"
"Austria","Other children","pistachio","63","1","20"
"Austria","Other children","plum","64","1","54"
"Austria","Other children","pork","65","105","30.2757396825397"
"Austria","Other children","potato","66","123","38.0570243902439"
"Austria","Other children","raspberries","68","2","20.8333333333333"
"Austria","Other children","sugar","69","138","3.93165458937198"
"Austria","Other children","coffee","70","5","43.7898666666667"
"Austria","Other children","peas","71","25","12.3421333333333"
"Austria","Other children","spinach","75","9","40.216"
"Austria","Other children","strawberries","76","15","22.6734444444444"
"Austria","Other children","sunflower oil","77","32","1.75629166666667"
"Austria","Other children","sweet corn","79","11","17.904"
"Austria","Other children","grape","81","15","62.6"
"Austria","Other children","tomato","83","171","11.673910331384"
"Austria","Other children","turkey","84","12","34.34525"
"Austria","Other children","walnuts","85","3","10.0017777777778"
"Austria","Other children","watermelon","86","1","97"
"Austria","Other children","wheat","87","308","38.6963311688312"
"Austria","Other children","wheat flour","88","34","38.134637254902"
"Austria","Other children","rice","89","52","41.7550256410256"
"Austria","Adolescents","banana","1","51","53.9869281045752"
"Austria","Adolescents","apple","3","161","108.636097308489"
"Austria","Adolescents","apricot","4","8","31.33925"
"Austria","Adolescents","asparagus","6","1","26.0196666666667"
"Austria","Adolescents","avocado","7","2","18.6823333333333"
"Austria","Adolescents","barley","8","1","6.74766666666667"
"Austria","Adolescents","beef","9","86","37.5783391472868"
"Austria","Adolescents","pepper","10","233","3.60208369098713"
"Austria","Adolescents","blueberries","11","4","28.8535"
"Austria","Adolescents","broccoli","12","4","34.9925"
"Austria","Adolescents","chicken","13","256","24.300439453125"
"Austria","Adolescents","butter","15","210","9.51671587301587"
"Austria","Adolescents","cabbage","16","14","32.7799761904762"
"Austria","Adolescents","carrot","18","75","13.9047422222222"
"Austria","Adolescents","cauliflower","19","8","14.0264583333333"
"Austria","Adolescents","celery","20","9","2.62005555555556"
"Austria","Adolescents","cheese","21","336","19.9952991071429"
"Austria","Adolescents","cocoa","22","121","9.61974931129477"
"Austria","Adolescents","corn","25","37","13.6384594594595"
"Austria","Adolescents","corn oil","26","4","0.86175"
"Austria","Adolescents","cucumber","28","51","22.7593562091503"
"Austria","Adolescents","beans","29","13","21.5775128205128"
"Austria","Adolescents","egg","31","229","18.0954024745269"
"Austria","Adolescents","fish","33","47","38.2735602836879"
"Austria","Adolescents","garlic","35","95","0.287552631578947"
"Austria","Adolescents","grapefruit","36","1","50"
"Austria","Adolescents","hazelnuts","37","3","6.88888888888889"
"Austria","Adolescents","honey","38","15","11.3333333333333"
"Austria","Adolescents","kiwi","41","13","29.7435897435897"
"Austria","Adolescents","lamb","42","1","66.9643333333333"
"Austria","Adolescents","lard","43","9","4.13088888888889"
"Austria","Adolescents","lettuce","44","31","17.578623655914"
"Austria","Adolescents","milk","47","421","97.4066674584323"
"Austria","Adolescents","olive oil","50","81","2.22797942386831"
"Austria","Adolescents","olives","51","14","2.55907142857143"
"Austria","Adolescents","onion","52","164","11.2501290650406"
"Austria","Adolescents","orange","53","64","143.307291666667"
"Austria","Adolescents","peach","56","10","47.0562"
"Austria","Adolescents","pear","58","14","84.3473333333334"
"Austria","Adolescents","pig","61","49","44.176619047619"
"Austria","Adolescents","pineapple","62","5","32.9333333333333"
"Austria","Adolescents","pistachio","63","1","13"
"Austria","Adolescents","plum","64","5","13.4178"
"Austria","Adolescents","pork","65","178","30.5292397003745"
"Austria","Adolescents","potato","66","193","42.5833419689119"
"Austria","Adolescents","raspberries","68","7","33.9023333333333"
"Austria","Adolescents","sugar","69","181","4.17374033149171"
"Austria","Adolescents","coffee","70","22","111.655090909091"
"Austria","Adolescents","peas","71","20","12.6155666666667"
"Austria","Adolescents","spinach","75","6","43.4444444444444"
"Austria","Adolescents","strawberries","76","25","31.2387866666667"
"Austria","Adolescents","sunflower oil","77","41","1.98151219512195"
"Austria","Adolescents","sweet corn","79","6","17.8300555555556"
"Austria","Adolescents","grape","81","27","51.7283950617284"
"Austria","Adolescents","tomato","83","278","13.8901708633094"
"Austria","Adolescents","turkey","84","28","35.6186547619048"
"Austria","Adolescents","walnuts","85","2","13.6666666666667"
"Austria","Adolescents","watermelon","86","6","59.5555555555556"
"Austria","Adolescents","wheat","87","501","39.3742787757818"
"Austria","Adolescents","wheat flour","88","37","27.8987477477478"
"Austria","Adolescents","rice","89","88","41.984821969697"
"Belgium","Adults","banana","1","225","82.7868888888889"
"Belgium","Adults","apple","3","483","110.771532091097"
"Belgium","Adults","apricot","4","14","43.1785714285714"
"Belgium","Adults","artichokes","5","6","35.35"
"Belgium","Adults","asparagus","6","32","54.9671875"
"Belgium","Adults","avocado","7","10","50.515"
"Belgium","Adults","beef","9","722","53.2619120498615"
"Belgium","Adults","pepper","10","229","18.8360262008734"
"Belgium","Adults","blueberries","11","1","62.5"
"Belgium","Adults","broccoli","12","69","63.1405797101449"
"Belgium","Adults","chicken","13","901","40.5304661487236"
"Belgium","Adults","butter","15","406","17.0832327586207"
"Belgium","Adults","cabbage","16","76","48.1861842105263"
"Belgium","Adults","carrot","18","506","33.2328063241107"
"Belgium","Adults","cauliflower","19","86","66.5906976744186"
"Belgium","Adults","celery","20","51","26.5274509803922"
"Belgium","Adults","cheese","21","1967","23.9644890696492"
"Belgium","Adults","cocoa","22","371","20.4130727762803"
"Belgium","Adults","corn","25","116","15.7514267241379"
"Belgium","Adults","corn oil","26","50","4.17031"
"Belgium","Adults","cranberries","27","3","20.55"
"Belgium","Adults","cucumber","28","136","35.6345588235294"
"Belgium","Adults","beans","29","245","43.3140816326531"
"Belgium","Adults","egg","31","620","29.9251612903226"
"Belgium","Adults","figs","32","15","34.08"
"Belgium","Adults","fish","33","213","49.2237089201878"
"Belgium","Adults","garlic","35","254","1.20787401574803"
"Belgium","Adults","grapefruit","36","58","105.370689655172"
"Belgium","Adults","hazelnuts","37","3","19.1666666666667"
"Belgium","Adults","honey","38","72","18.26875"
"Belgium","Adults","kiwi","41","84","57.6184523809524"
"Belgium","Adults","lamb","42","87","60.8574712643678"
"Belgium","Adults","lard","43","5","2.16"
"Belgium","Adults","lettuce","44","414","19.4235507246377"
"Belgium","Adults","milk","47","1665","106.883885885886"
"Belgium","Adults","olive oil","50","441","5.92126077097506"
"Belgium","Adults","olives","51","52","14.7711538461538"
"Belgium","Adults","onion","52","604","15.8117549668874"
"Belgium","Adults","orange","53","453","142.816335540839"
"Belgium","Adults","palm oil","54","3","5.96666666666667"
"Belgium","Adults","peach","56","71","90.6971830985916"
"Belgium","Adults","peanuts","57","11","14.1590909090909"
"Belgium","Adults","pear","58","115","96.5378260869565"
"Belgium","Adults","pig","61","281","62.2791103202847"
"Belgium","Adults","pineapple","62","20","112.4475"
"Belgium","Adults","pistachio","63","7","15.1428571428571"
"Belgium","Adults","plum","64","37","52.1891891891892"
"Belgium","Adults","pork","65","1459","36.7170870459219"
"Belgium","Adults","potato","66","1371","92.3039387308534"
"Belgium","Adults","raspberries","68","7","38.2285714285714"
"Belgium","Adults","sugar","69","661","13.5291376701967"
"Belgium","Adults","coffee","70","1224","363.434170751634"
"Belgium","Adults","peas","71","83","38.3367469879518"
"Belgium","Adults","soybean oil","72","6","0.91725"
"Belgium","Adults","spinach","75","71","49.8239436619718"
"Belgium","Adults","strawberries","76","70","75.6421428571429"
"Belgium","Adults","sunflower oil","77","42","4.47284523809524"
"Belgium","Adults","sweet corn","79","31","22.8048387096774"
"Belgium","Adults","grape","81","161","85.8552795031056"
"Belgium","Adults","tomato","83","960","52.1343234375"
"Belgium","Adults","turkey","84","152","38.0111842105263"
"Belgium","Adults","walnuts","85","65","22.6615384615385"
"Belgium","Adults","watermelon","86","10","124.45"
"Belgium","Adults","wheat","87","1783","103.200701346046"
"Belgium","Adults","wheat flour","88","378","120.060978835979"
"Belgium","Adults","rice","89","241","68.4597510373444"
"Belgium","Elderly","banana","1","74","87.2439189189189"
"Belgium","Elderly","apple","3","258","104.421124031008"
"Belgium","Elderly","apricot","4","4","23.4"
"Belgium","Elderly","artichokes","5","3","45.3333333333333"
"Belgium","Elderly","asparagus","6","17","64.6058823529412"
"Belgium","Elderly","avocado","7","1","7.5"
"Belgium","Elderly","beef","9","292","59.1128424657534"
"Belgium","Elderly","pepper","10","46","19.1619565217391"
"Belgium","Elderly","blueberries","11","2","80.5"
"Belgium","Elderly","broccoli","12","19","79.6473684210526"
"Belgium","Elderly","chicken","13","283","38.4659010600707"
"Belgium","Elderly","butter","15","235","25.3467212765957"
"Belgium","Elderly","cabbage","16","41","53.1707317073171"
"Belgium","Elderly","carrot","18","150","42.1366666666667"
"Belgium","Elderly","cauliflower","19","45","80.2011111111111"
"Belgium","Elderly","celery","20","17","34.1441176470588"
"Belgium","Elderly","cheese","21","722","22.7376038781163"
"Belgium","Elderly","cocoa","22","54","15.5768518518519"
"Belgium","Elderly","corn","25","47","11.3949361702128"
"Belgium","Elderly","corn oil","26","24","3.74425"
"Belgium","Elderly","cranberries","27","1","6.25"
"Belgium","Elderly","cucumber","28","18","35.7333333333333"
"Belgium","Elderly","beans","29","128","63.46484375"
"Belgium","Elderly","egg","31","200","28.19175"
"Belgium","Elderly","figs","32","6","20.8333333333333"
"Belgium","Elderly","fish","33","80","56.974375"
"Belgium","Elderly","garlic","35","46","1.07608695652174"
"Belgium","Elderly","grapefruit","36","35","131.824285714286"
"Belgium","Elderly","hazelnuts","37","3","9.11666666666667"
"Belgium","Elderly","honey","38","57","15.8666666666667"
"Belgium","Elderly","kiwi","41","38","55.0328947368421"
"Belgium","Elderly","lamb","42","28","61.4357142857143"
"Belgium","Elderly","lard","43","7","10.3142857142857"
"Belgium","Elderly","lettuce","44","148","22.0662162162162"
"Belgium","Elderly","milk","47","656","84.5709451219512"
"Belgium","Elderly","oats","49","1","56"
"Belgium","Elderly","olive oil","50","169","5.86236686390533"
"Belgium","Elderly","olives","51","14","9.29285714285714"
"Belgium","Elderly","onion","52","174","15.6146551724138"
"Belgium","Elderly","orange","53","168","110.404464285714"
"Belgium","Elderly","palm oil","54","3","3.90016666666667"
"Belgium","Elderly","papaya","55","1","62.5"
"Belgium","Elderly","peach","56","42","86.0261904761905"
"Belgium","Elderly","pear","58","88","95.7761363636364"
"Belgium","Elderly","pig","61","128","59.981640625"
"Belgium","Elderly","pineapple","62","12","101.295833333333"
"Belgium","Elderly","plum","64","18","76.1111111111111"
"Belgium","Elderly","pork","65","570","37.0672807017544"
"Belgium","Elderly","potato","66","574","115.632055749129"
"Belgium","Elderly","raspberries","68","2","99.5"
"Belgium","Elderly","sugar","69","305","11.0039672131148"
"Belgium","Elderly","coffee","70","616","382.749391233766"
"Belgium","Elderly","peas","71","26","39.4173076923077"
"Belgium","Elderly","soybean oil","72","1","4.7"
"Belgium","Elderly","spinach","75","31","54.091935483871"
"Belgium","Elderly","strawberries","76","31","94.7596774193548"
"Belgium","Elderly","sunflower oil","77","18","2.65030555555556"
"Belgium","Elderly","sweet corn","79","6","27.5"
"Belgium","Elderly","grape","81","86","94.8209418604651"
"Belgium","Elderly","tomato","83","240","67.229375"
"Belgium","Elderly","turkey","84","54","47.6555555555556"
"Belgium","Elderly","walnuts","85","28","22.6142857142857"
"Belgium","Elderly","watermelon","86","3","49.1666666666667"
"Belgium","Elderly","wheat","87","624","101.53717948718"
"Belgium","Elderly","wheat flour","88","67","103.069402985075"
"Belgium","Elderly","rice","89","45","73.6111111111111"
"Belgium","Very elderly","banana","1","107","82.4327102803738"
"Belgium","Very elderly","apple","3","304","103.999671052632"
"Belgium","Very elderly","apricot","4","11","29.8045454545455"
"Belgium","Very elderly","artichokes","5","5","71"
"Belgium","Very elderly","asparagus","6","27","57.2351851851852"
"Belgium","Very elderly","avocado","7","4","31.6125"
"Belgium","Very elderly","beef","9","387","57.5636950904393"
"Belgium","Very elderly","pepper","10","48","17.2770833333333"
"Belgium","Very elderly","blueberries","11","3","72.3333333333333"
"Belgium","Very elderly","broccoli","12","25","59.476"
"Belgium","Very elderly","chicken","13","385","37.8584415584416"
"Belgium","Very elderly","butter","15","337","29.2516364985163"
"Belgium","Very elderly","cabbage","16","52","53.9326923076923"
"Belgium","Very elderly","carrot","18","169","42.9269230769231"
"Belgium","Very elderly","cauliflower","19","57","69.3280701754386"
"Belgium","Very elderly","celery","20","32","18.475"
"Belgium","Very elderly","cheese","21","908","22.1756607929515"
"Belgium","Very elderly","cocoa","22","51","16.8382352941176"
"Belgium","Very elderly","corn","25","63","4.41465079365079"
"Belgium","Very elderly","corn oil","26","42","2.34102380952381"
"Belgium","Very elderly","cranberries","27","5","27.29"
"Belgium","Very elderly","cucumber","28","29","41.4327586206896"
"Belgium","Very elderly","beans","29","138","60.4695652173913"
"Belgium","Very elderly","egg","31","251","27.4280876494024"
"Belgium","Very elderly","figs","32","3","34.1666666666667"
"Belgium","Very elderly","fish","33","93","52.2478494623656"
"Belgium","Very elderly","garlic","35","52","1.29615384615385"
"Belgium","Very elderly","grapefruit","36","33","95.2166666666667"
"Belgium","Very elderly","hazelnuts","37","2","5.25"
"Belgium","Very elderly","honey","38","60","14.2766666666667"
"Belgium","Very elderly","kiwi","41","73","50.4178082191781"
"Belgium","Very elderly","lamb","42","40","51.128875"
"Belgium","Very elderly","lard","43","8","5.475125"
"Belgium","Very elderly","lettuce","44","189","24.2828042328042"
"Belgium","Very elderly","milk","47","884","91.2470135746606"
"Belgium","Very elderly","oats","49","2","31.525"
"Belgium","Very elderly","olive oil","50","203","6.0293275862069"
"Belgium","Very elderly","olives","51","12","13.0541666666667"
"Belgium","Very elderly","onion","52","218","15.4481651376147"
"Belgium","Very elderly","orange","53","266","116.927631578947"
"Belgium","Very elderly","peach","56","52","86.1778846153846"
"Belgium","Very elderly","pear","58","102","103.293137254902"
"Belgium","Very elderly","pig","61","153","56.2261437908497"
"Belgium","Very elderly","pineapple","62","17","75.8235294117647"
"Belgium","Very elderly","pistachio","63","1","8.5"
"Belgium","Very elderly","plum","64","28","48.6464285714286"
"Belgium","Very elderly","pork","65","742","35.6754716981132"
"Belgium","Very elderly","potato","66","761","118.5581478318"
"Belgium","Very elderly","raspberries","68","1","26"
"Belgium","Very elderly","sugar","69","410","11.580756097561"
"Belgium","Very elderly","coffee","70","834","357.236360911271"
"Belgium","Very elderly","peas","71","36","30.725"
"Belgium","Very elderly","spinach","75","49","61.6204081632653"
"Belgium","Very elderly","strawberries","76","54","88.4166666666667"
"Belgium","Very elderly","sunflower oil","77","29","4.20898275862069"
"Belgium","Very elderly","sweet corn","79","6","14.5166666666667"
"Belgium","Very elderly","grape","81","107","83.2981308411215"
"Belgium","Very elderly","tomato","83","252","63.4888888888889"
"Belgium","Very elderly","turkey","84","95","43.8889473684211"
"Belgium","Very elderly","walnuts","85","13","19.6923076923077"
"Belgium","Very elderly","wheat","87","850","98.3534711764706"
"Belgium","Very elderly","wheat flour","88","77","93.3616883116883"
"Belgium","Very elderly","rice","89","65","54.1723076923077"
"Belgium","Other children","banana","1","222","55.8843843843844"
"Belgium","Other children","apple","3","565","90.7822713864307"
"Belgium","Other children","apricot","4","2","10.6666666666667"
"Belgium","Other children","asparagus","6","5","17.8333333333333"
"Belgium","Other children","avocado","7","2","11.1666666666667"
"Belgium","Other children","barley","8","1","7.66666666666667"
"Belgium","Other children","beef","9","375","20.0114675555556"
"Belgium","Other children","pepper","10","85","8.73607843137255"
"Belgium","Other children","broccoli","12","88","18.2367424242424"
"Belgium","Other children","chicken","13","134","20.9537288557214"
"Belgium","Other children","butter","15","59","5.51694915254237"
"Belgium","Other children","cabbage","16","75","19.6826666666667"
"Belgium","Other children","carrot","18","347","22.6916724303554"
"Belgium","Other children","cauliflower","19","78","20.2594017094017"
"Belgium","Other children","celery","20","72","10.237962962963"
"Belgium","Other children","cheese","21","856","22.1792340342679"
"Belgium","Other children","cocoa","22","415","13.1798795180723"
"Belgium","Other children","corn","25","57","2.99239766081871"
"Belgium","Other children","corn oil","26","5","3.2"
"Belgium","Other children","cranberries","27","1","3"
"Belgium","Other children","cucumber","28","41","20.6138211382114"
"Belgium","Other children","beans","29","111","22.6156156156156"
"Belgium","Other children","egg","31","227","15.7919001468429"
"Belgium","Other children","fish","33","110","26.1515151515152"
"Belgium","Other children","garlic","35","98","0.404397959183673"
"Belgium","Other children","grapefruit","36","7","29.7619047619048"
"Belgium","Other children","hazelnuts","37","4","1.33333333333333"
"Belgium","Other children","honey","38","29","7.42528735632184"
"Belgium","Other children","kiwi","41","84","33.1785714285714"
"Belgium","Other children","lamb","42","12","20.4444444444444"
"Belgium","Other children","lettuce","44","17","8.41176470588235"
"Belgium","Other children","milk","47","1411","173.368769194425"
"Belgium","Other children","olive oil","50","73","1.60045662100457"
"Belgium","Other children","olives","51","4","9.33333333333333"
"Belgium","Other children","onion","52","346","6.48332080924856"
"Belgium","Other children","orange","53","480","156.904236111111"
"Belgium","Other children","peach","56","1","80"
"Belgium","Other children","peanuts","57","7","4.78571428571429"
"Belgium","Other children","pear","58","101","54.0963696369637"
"Belgium","Other children","pig","61","121","21.1735537190083"
"Belgium","Other children","pineapple","62","10","72"
"Belgium","Other children","pistachio","63","5","4.3"
"Belgium","Other children","plum","64","1","6.66666666666667"
"Belgium","Other children","pork","65","337","18.4558862512364"
"Belgium","Other children","potato","66","814","51.9670761670762"
"Belgium","Other children","sugar","69","211","5.54028436018957"
"Belgium","Other children","coffee","70","39","74.8482905982906"
"Belgium","Other children","peas","71","57","15.6461988304094"
"Belgium","Other children","soybean oil","72","1","1.66666666666667"
"Belgium","Other children","spinach","75","75","32.36"
"Belgium","Other children","strawberries","76","6","56.4166666666667"
"Belgium","Other children","sunflower oil","77","4","1.25"
"Belgium","Other children","sweet corn","79","3","6.22222222222222"
"Belgium","Other children","grape","81","39","33.1880341880342"
"Belgium","Other children","tomato","83","419","18.9119459029435"
"Belgium","Other children","turkey","84","96","23.3740555555556"
"Belgium","Other children","walnuts","85","2","12"
"Belgium","Other children","watermelon","86","1","10.3333333333333"
"Belgium","Other children","wheat","87","958","47.764614822547"
"Belgium","Other children","wheat flour","88","257","16.140046692607"
"Belgium","Other children","rice","89","141","28.8467825059102"
"Belgium","Adolescents","banana","1","69","77.4173913043478"
"Belgium","Adolescents","apple","3","212","126.518160377358"
"Belgium","Adolescents","apricot","4","1","72"
"Belgium","Adolescents","asparagus","6","8","49.65625"
